breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,sizes,product_details,URL
"Men,Designers,Brunello Cucinelli,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/e5/P00932919.jpg,Brunello Cucinelli,Suede sneakers,€ 635,€ 444,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: calf leather,Lining: leather,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: CO795,Closure: lace-up,Item number: P00932919,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-suede-sneakers-beige-p00932919
"Men,Designers,Burberry,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/4e/P00932609.jpg,Burberry,EKD Leather sandals ,€ 609,€ 426,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47,EU 48","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: square open toe,Made in Italy,Includes: dust bags, shoe box,Designer color name: Black,Item number: P00932609,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/burberry-leather-sandals-black-p00932609
"Men,Designers,Brunello Cucinelli,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/21/P00932901.jpg,Brunello Cucinelli,Suede slip-on sneakers,€ 635,€ 381,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: calf leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: CD402,Item number: P00932901,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-suede-slip-on-sneakers-beige-p00932901
"Men,Designers,Brunello Cucinelli,Shoes,Loafers",https://www.mytheresa.com/media/1094/1238/100/59/P00932913.jpg,Brunello Cucinelli,Suede espadrilles,€ 665,€ 465,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: suede,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: Light Brown 01,Trim: fabric,Item number: P00932913,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-suede-espadrilles-brown-p00932913
"Men,Designers,Brunello Cucinelli,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/82/P00932932.jpg,Brunello Cucinelli,Leather thong sandals,€ 269,€ 188,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: calf leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: square open toe,Made in Italy,Includes: shoe box,Designer color name: CQN36,Details: fabric,Item number: P00932932,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-grosgrain-thong-sandals-blue-p00932932
"Men,Designers,Brunello Cucinelli,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/6d/P00932933.jpg,Brunello Cucinelli,Leather thong sandals ,€ 269,€ 188,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: calf leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: square open toe,Made in Italy,Includes: shoe box,Designer color name: CDD33,Details: fabric,Item number: P00932933,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-grosgrain-thong-sandals-white-p00932933
"Men,Designers,Brunello Cucinelli,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/a5/P00932936.jpg,Brunello Cucinelli,Leather sneakers,€ 785,€ 549,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: White,Item number: P00932936,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-leather-sneakers-white-p00932936
"Men,Designers,Brunello Cucinelli,Shoes,Espadrilles",https://www.mytheresa.com/media/1094/1238/100/b6/P00932896.jpg,Brunello Cucinelli,Suede slip-on shoes,€ 585,€ 409,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: calf leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: Twine,Item number: P00932896,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-suede-espadrilles-beige-p00932896
"Men,Designers,Brunello Cucinelli,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/1d/P00932929.jpg,Brunello Cucinelli,Suede sneakers,€ 635,€ 444,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: calf leather,Lining: leather,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: CAL87,Closure: lace-up,Item number: P00932929,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-suede-sneakers-white-p00932929
"Men,Designers,Burberry,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/53/P00932586.jpg,Burberry,EKD rubber clogs,€ 395,€ 237,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: rubber,Lining: rubber,Sole: rubber insole and sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: Pillar,Item number: P00932586,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/burberry-logo-rubber-clogs-red-p00932586
"Men,Designers,Loewe,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/79/P00944251.jpg,Loewe,Terra Vulca suede sneakers ,€ 549,€ 384,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45","Upper: leather,Lining: fabric,Sole: rubber insole and sole,Toe shape: round toe,Made in Spain,Includes: dust bag, shoe box,Designer color name: Gold,Item number: P00944251,Fits small to size - we recommend trying one size larger,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/loewe-terra-vulca-suede-sneakers-gold-p00944251
"Men,Designers,Burberry,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/e9/P00932584.jpg,Burberry,Logo rubber clogs,€ 395,€ 276,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47,EU 48","Upper: rubber,Lining: rubber,Sole: rubber insole and sole,Toe shape: round toe,Made in Italy,Includes: shoe box,Designer color name: Knight,Item number: P00932584,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/burberry-logo-rubber-clogs-blue-p00932584
"Men,Designers,Hoka One One,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/a4/P00843368.jpg,Hoka One One,Restore TC slip-on sneakers,€ 100,€ 80,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Dune/Oxford Tan,Item number: P00843368,Fits small to size - we recommend trying one size larger,Unisex style,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-restore-tc-slip-on-sneakers-beige-p00843368
"Men,Designers,Maison Margiela,Shoes,Boots,Lace up boots",https://www.mytheresa.com/media/1094/1238/100/65/P00960129.jpg,Maison Margiela,Tabi leather combat boots,"€ 1,200",€ 720,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: split toe,Made in Italy,Includes: dust bags, shoe box,Designer color name: Black,Closure: lace-up,Item number: P00960129,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/maison-margiela-tabi-leather-combat-boots-black-p00960129
"Men,Designers,Tom Ford,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/45/P00596860.jpg,Tom Ford,Jago mesh sneakers,€ 665,€ 465,30% off,"UK 6 / EU 39.5,UK 7 / EU 41,UK 8 / EU 42,UK 9 / EU 43.5,UK 10 / EU 44.5,UK 11 / EU 45.5,UK 12 / EU 47,UK 13 / EU 48,UK 14 / EU 49.5","Upper: fabric,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: dust bag, shoe box,Designer color name: Blk Blk,Comes with extra laces,Closure: lace-up,Comes with dust bags,Trim: calf leather,Comes with a box,Item number: P00596860,True to size,Half sizes please take the next size down,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/tom-ford-jago-mesh-sneakers-black-p00596860
"Men,Designers,Hoka One One,Shoes,Sneakers,Sports sneakers",https://www.mytheresa.com/media/1094/1238/100/a2/P00970160.jpg,Hoka One One,Stinson EVO OG trail running shoes,€ 150,€ 120,20% off,"US 7 / EU 40,US 8 / EU 41 1/3,US 9 / EU 42 2/3,US 10 / EU 44,US 11 / EU 45 1/3,US 12 / EU 46 2/3,US 13 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: round toe,Made in Vietnam,Includes: shoe box,Designer color name: Solar Flare / Cantaloupe,Item number: P00970160,Fits small to size - we recommend trying one size larger,US sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/hoka-one-one-stinson-evo-og-trail-running-shoes-multicoloured-p00970160
"Men,Designers,Jil Sander,Shoes,Boots,Lace up boots",https://www.mytheresa.com/media/1094/1238/100/d0/P00935478.jpg,Jil Sander,Leather hiking boots,"€ 1,000",€ 600,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45","Upper: leather,Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Made in Italy,Includes: shoe box, dust bag, extra laces,Designer color name: Black,Closure: lace-up,Item number: P00935478,True to size,Half sizes please take the next size down,European sizes,5,5cm-2"" heel (size EU 42)  ,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/jil-sander-leather-hiking-boots-black-p00935478
"Men,Designers,Balenciaga,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/fc/P00655681.jpg,Balenciaga,X-Pander sneakers,"€ 1,100",€ 660,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Toe shape: round toe,Sole: fabric insole, rubber sole,Comes with extra laces,Comes with a box,Closure: lace-up,Designer color name: Beige/Black,Lining: fabric,Upper: fabric,Comes with dust bag,Made in China,Item number: P00655681,True to size,Half sizes please take the next size down,European sizes,6cm-2.5"" heel (size EU 42)  ,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/balenciaga-x-pander-sneakers-beige-p00655681
"Men,Designers,Burberry,Shoes,Sandals & slides",https://www.mytheresa.com/media/1094/1238/100/9c/P00656617.jpg,Burberry,Leather sandals,€ 479,€ 335,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Toe shape: round open toe,Lining: leather,Upper: cow leather,Sole: leather insole and sole,Comes with a box,Designer color name: Black,Made in Italy,Comes with dust bag,Item number: P00656617,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/burberry-leather-sandals-black-p00656617
"Men,Designers,Valentino Garavani,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/e4/P00635952.jpg,Valentino Garavani,Leather Rockrunner sneakers,€ 580,€ 406,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Upper: fabric, leather,Toe shape: round toe,Sole: fabric insole, rubber sole,Closure: lace-up,Lining: fabric,Designer color name: Nero/Nero,Made in Italy,Item number: P00635952,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/valentino-garavani-leather-rockrunner-sneakers-black-p00635952
"Men,Designers,Balenciaga,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/39/P00725252.jpg,Balenciaga,Paris canvas low-top sneakers,€ 525,€ 367,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Toe shape: round toe,Sole: fabric insole, rubber sole,Upper: rubber, fabric,Closure: lace-up,Lining: fabric,Designer color name: White/White,Comes with a box,Comes with dust bag,Made in China,Item number: P00725252,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/balenciaga-paris-canvas-low-top-sneakers-beige-p00725252
"Men,Designers,Brunello Cucinelli,Shoes,Formal shoes,Derby",https://www.mytheresa.com/media/1094/1238/100/13/P00681139.jpg,Brunello Cucinelli,Leather Derby shoes,€ 835,€ 584,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Lining: leather,Toe shape: round toe,Upper: calf leather,Sole: leather insole and sole,Comes with dust bags,Designer color name: Mud,Closure: lace-up,Comes with a box,Made in Italy,Item number: P00681139,True to size,Half sizes please take the next size up,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-leather-derby-shoes-brown-p00681139
"Men,Designers,Balenciaga,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/8c/P00777669.jpg,Balenciaga,Logo leather slippers,€ 595,€ 416,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Sole: leather insole, rubber sole,Upper: cow leather,Toe shape: round toe,Comes with a box, Comes with dust bags,Designer color name: Black/White,Made in Italy,Item number: P00777669,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/balenciaga-logo-leather-slippers-black-p00777669
"Men,Designers,Brunello Cucinelli,Shoes,Sneakers,Designer sneakers",https://www.mytheresa.com/media/1094/1238/100/82/P00738330.jpg,Brunello Cucinelli,Cotton knit sneakers,€ 715,€ 500,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Sole: leather insole, rubber sole,Toe shape: round toe,Closure: lace-up,Lining: fabric,Made in Italy,Designer color name: Panama+502+Calcare+Blu,Upper: fabric,Comes with dust bag,Comes with a box,Item number: P00738330,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/brunello-cucinelli-cotton-knit-sneakers-white-p00738330
"Men,Designers,Balenciaga,Shoes,Slippers",https://www.mytheresa.com/media/1094/1238/100/42/P00766852.jpg,Balenciaga,Cosy leather slippers,€ 750,€ 450,40% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46","Upper: lamb leather,Lining: leather,Sole: leather insole, leather and rubber sole,Toe shape: round toe,Made in Italy,Includes: dust bags, shoe box,Designer color name: Black/Ant Sil,Hardware color: silver,Item number: P00766852,Fits large to size - we recommend trying one size smaller,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/balenciaga-cosy-leather-slippers-black-p00766852
"Men,Designers,Salomon,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/02/P00951820.jpg,Salomon,XT-6 sneakers,€ 150,€ 120,20% off,"UK 6 / EU 39 1/3,UK 6.5 / EU 40,UK 7 / EU 40 2/3,UK 7.5 / EU 41 1/3,UK 8 / EU 42,UK 8.5 / EU 42 2/3,UK 9 / EU 43 1/3,UK 9.5 / EU 44,UK 10 / EU 44 2/3,UK 10.5 / EU 45 1/3,UK 11 / EU 46,UK 11.5 / EU 46 2/3,UK 12 / EU 47 1/3,UK 12.5 / EU 48","Upper: fabric,Lining: fabric,Sole: fabric insole, rubber sole,Toe shape: almond toe,Made in Cambodia,Includes: shoe box,Designer color name: Bright Green/Black/Sulphur,Trim: rubber,Closure: quick-lacing system,Item number: P00951820,Fits slightly small to size - we recommend trying a half size larger,UK sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/salomon-xt-6-sneakers-green-p00951820
"Men,Designers,Dolce & Gabbana,Shoes,Sneakers,Low-Top",https://www.mytheresa.com/media/1094/1238/100/e4/P00734083.jpg,Dolce&Gabbana,New Roma leather sneakers,€ 510,€ 357,30% off,"EU 39,EU 40,EU 41,EU 42,EU 43,EU 44,EU 45,EU 46,EU 47","Lining: leather,Sole: leather insole, rubber sole,Toe shape: round toe,Closure: lace-up,Comes with a box,Designer color name: White/Black,Made in Italy,Comes with dust bag,Upper: calf leather,Item number: P00734083,True to size,Half sizes please take the next size down,European sizes,Consult our ,More questions about this item?",https://www.mytheresa.com/int/en/men/dolce-gabbana-new-roma-leather-sneakers-multicoloured-p00734083
